VIN,CarId,Color,FuelType,Aspiration
FQ2KG2XLDJZZUR760,22,SlateGrey,Gas,std
FQVCSIWNDZSZKIBMR,214,SlateGrey,Gas,turbo
FVRZ9JRLMPAX0E7G7,13,DarkRed,Gas,std
FVX12C6OGRUE5ZY8I,214,MetallicBlueViolet,Gas,std
FVZ59T3SPKSPO8I3G,172,Silver,Gas,std
FWM5JX30N8L27H1FP,229,Orange,Gas,turbo
FXLYUY49AFCB66CGT,122,Silver,Gas,std
FZGMYPCQWF5NEGQU6,45,DarkGreen,Gas,std
FZQH7R8TM75EX0PBN,8,Black,Gas,turbo
G2X9W0T6L2JS6WFP9,141,Silver,Gas,std
G3E3FCIAOHK19BJN5,50,Red,Gas,std
G3HMOVFLNNNN6K4Q1,97,Crimson,Gas,turbo
G3LHRR8F840FEYXQ4,214,Azure,Gas,std
G64LTHUE8VN31IFZ0,162,Green,Gas,std
G98LFBOWPV8J4HQNH,178,White,Gas,std
GDQVJW6S5CSXD9Z5A,137,DarkGrey,Gas,std
GEPLA8Z81Y788GDV5,66,Black,Gas,std
GGZQ5LCO3N8RJJK8S,40,Blue,Gas,std
GHU013LL3M2MW5P4E,232,White,Gas,std
GIMP343NPI0HICJ9X,134,Blue,Gas,std
GJDYS64A0WHX8VJKZ,177,Red,Gas,turbo
GLNH74V0WADP6LDVN,28,White,Gas,turbo
GMPICFRDQXPIQP1FO,164,DarkGreen,Gas,std
GNXI0JKP0ELMMRRDE,120,Black,Gas,std
GP8RXMKT4FL4JYWAI,54,DarkGreen,Gas,std
GQ677TDOX41UT4DP7,78,Crimson,Gas,std
GQX3Y60YD0FFSQXOX,185,DarkGrey,Gas,std
GR75XOTA85XMLMLUP,201,Red,Gas,turbo
GRRQSUNYCMBO1JCIM,76,MetallicBlueViolet,Gas,std
GU75IW10QH5Y5N03S,137,White,Gas,std
GW0E9NL6B05JJQP45,135,Yellow,Gas,std
GWDEMZ6RQJICG899Q,138,Green,Gas,std
GWII8E3CTPIVEFP8C,105,White,Gas,std
GXHC47BPFFC2IVR4P,86,Black,Gas,turbo
GXT4XC1VIX12U1HTX,189,DarkGreen,Gas,std
GYHLH8H7FM5MU90X5,191,Blue,Gas,std
GYT0MJJJJJWMIPCGY,199,Grey,Gas,std
H2HA7WABPAU1LNAH0,140,DarkBlue,Gas,turbo
H43Q25JRC4K5TQFO4,59,Crimson,Gas,std
H752TQ6XP8GAD0RIP,92,Azure,Diesel,std
H7W70OJO6GKA2G5PN,168,Orange,Gas,std
H80BUDU8B98L4N49Y,175,Black,Gas,std
H89VPI708KGT4QQJR,176,Blue,Gas,std
HCD94I8KLK1VQX0N9,81,Red,Gas,std
HCDILBFSXAHT1Z86F,59,DarkGrey,Gas,std
HCNSE5R876H3Q4Q90,143,Crimson,Gas,std
HEVZWLG3H8K70XAE8,166,Grey,Gas,std
HFHGW4VCB0VIR1XS1,224,DarkBlue,Gas,std
HGZJ742AUYAYLPDWP,168,DarkGreen,Gas,std
HHCZ4NDHXQF0C8X3A,90,Yellow,Gas,std
HI4CH4LZO488JZ75J,94,White,Gas,std
HKZVEBRMVP2HV7NAT,138,Black,Gas,std
HLQT7523ICV92XEX1,44,MetallicBlueViolet,Gas,std
HMPEMDYZD5LLBDQS4,104,Silver,Gas,std
HOA1OHM0MQ4ZJFW9Y,192,MetallicBlueViolet,Gas,turbo
HOVSW338LVHWN2KVR,175,Crimson,Gas,std
HP7DMI3EJSR4B9IWJ,10,Red,Gas,turbo
HPNA3TJFDJ0U7G5NU,150,Orange,Gas,std
HR59FZYLQCSXZZ7S0,74,Silver,Gas,std
HUEHJCA8LUKKVU286,138,Black,Gas,std
HUJGEJIEVBZKW7W3L,158,Crimson,Diesel,std
HVAMM56DLWII3SKBD,103,Crimson,Gas,std
HXS65TSW8MD5K6IF3,131,Green,Gas,std
HY42XYNT0QB64YZLO,33,DarkGreen,Diesel,std
HYGMAKE2SRWMN5627,148,DarkBlue,Gas,turbo
HYP1FSUQ6NQUMLBE5,60,Blue,Gas,std
HZ4Q133BDMYVA8WAG,212,Blue,Gas,std
HZGPND740G0BNWYZG,190,Grey,Gas,std
HZMBEGNWGYAVBLX41,46,Grey,Gas,std
HZTDMFDAZPE2PGBNN,120,DarkGrey,Gas,std
HZUJFFMCS9YMUA10L,181,SlateGrey,Gas,std
I62N3GSUQPR4PWPSO,217,Azure,Gas,std
I71DVIJHW12327918,114,Blue,Gas,std
I73Z9ETL9175COQAS,57,DarkGreen,Gas,std
ICYGL41QG29AP4AEN,81,SlateGrey,Gas,std
IF3IT15AXXJNHC7DX,187,Orange,Gas,std
IIJRVR358Z6KYREZT,63,DarkGreen,Gas,std
IIOZFKZPSM9D0XTQ2,184,Yellow,Gas,std
IJS4NQHF1H5RDJVWA,82,DarkBlue,Gas,std
IKNVB3TIXN438BQ89,67,Yellow,Gas,std
INUX9NV7E99VIABYE,106,Crimson,Gas,turbo
IOCDACXPQWFNKYQLP,80,DarkBlue,Gas,std
IPBMU6KAOCG3Z7R1K,96,Silver,Gas,std
IPUVOGCFK63T671XN,104,Grey,Gas,turbo
IVF5JRND5VA2N3YF8,34,Grey,Gas,std
IWDZ7T3GXIQ4RLZ5G,204,Orange,Gas,std
IXUSJRV98EIRDBRTR,202,Blue,Gas,std
J0M6XHZSXLJWA1AO7,17,DarkGreen,Gas,std
J3W7FE121IUIV4SHG,157,Grey,Gas,std
J5G7QC2YSFEF4S6SR,173,Green,Gas,std
J5UHP0FS7Z6SD4VGJ,92,Green,Gas,turbo
JFNYXY0JFMYANWOXA,77,Yellow,Gas,std
JGDDD3WZD3ET9NSZW,17,Green,Gas,std
JIIFFC7RFAMJ4FNEL,232,DarkBlue,Gas,std
JIT6CA42L2SHG6NCZ,121,DarkGrey,Gas,std
JJW3OFY2BK8439VBD,97,Orange,Gas,std
JK65088NH9Y0VHP1B,78,Orange,Gas,std
JLCVKVD9F3032F6JR,162,Orange,Gas,std
JLSTK4XPN7OT8OBL3,178,Orange,Gas,std
JLVQ0YOU8U9LIAU05,139,Green,Gas,std
JLYK4P02QZ42QK5B0,196,DarkGrey,Gas,std
JNP5QPIVUH4LQEWXV,77,DarkGreen,Gas,turbo
JOMG2C9BQAKOXVG24,5,Blue,Gas,turbo
JPDBX1NWE0A6WXK0W,193,Grey,Gas,std
JSG8T1XHVAFT66TBM,185,Silver,Gas,std
JV2YDEA1BOO58GNR7,49,Black,Gas,std
JV5XJWEJUKXPVQW3Z,216,Grey,Gas,std
JVHJQQ3CAYW85TKM6,170,Crimson,Gas,std
JX41LIDZE71NUSCTG,81,White,Gas,std
JZ3QEUH0Z21WWATC1,152,MetallicBlueViolet,Gas,std
JZLTQ6VXVL68UJXMX,121,SlateGrey,Gas,turbo
K3HRWTZJT22XAPRBY,45,Yellow,Gas,std
K3ZQGLFTDBM0BDDXB,118,DarkGrey,Gas,turbo
K44SHX0SUHZR3LFL2,182,White,Gas,std
K6V3QP8LYHLBBQLBG,44,Black,Gas,turbo
KAF4QFNIQMB3FA8WM,114,SlateGrey,Gas,std
KBR7XFCPZPUMQLSMC,92,MetallicBlueViolet,Gas,std
KCF1B6NPOS4RDK0HR,183,Black,Gas,std
KE4EG963LBEM0WD7J,87,DarkGreen,Gas,std
KEK29UKR2T7U1G6Q4,90,Silver,Gas,std
KERB05DCY5LUP625J,37,Blue,Gas,turbo
KFKLEB8OY223XIREA,129,Grey,Gas,turbo
KFOL1QPEFEAAUCB7Y,163,Orange,Gas,std
KFQEREZJR7XTV32ON,233,Blue,Gas,turbo
KI0YTEPAQ7QOWQF6H,43,DarkGrey,Gas,turbo
KIHTKGR3NPC29H6GU,15,DarkRed,Gas,std
KJFCW6PX8SF6EXIEO,206,Red,Gas,std
KJLW8ZRR3ANX19RCF,66,Blue,Gas,std
KL6L0A8IGL5OMNCLY,8,Black,Gas,std
KL7FZOVOWTVR5IEI8,151,White,Gas,std
KLM901IVL5E8QAQBJ,126,Red,Gas,std
KNFWJ1LZOYYNKGGGY,138,Yellow,Gas,std
KOTB5BQ7B7I36HNLK,64,Yellow,Gas,std
KPV1XRCL3WPTCF56C,94,Orange,Gas,std
KRUCIGUXHA9BZGOYE,170,SlateGrey,Gas,turbo
KTTD6O22EY8MVZW5S,94,Silver,Gas,turbo
KVHVES0OO6RXH12XR,155,DarkGrey,Gas,std
KW4NHJX6GYA0A1FDU,23,Azure,Gas,std
KX14G3KGKEX1QF405,147,Crimson,Gas,std
KYSZBSIV98CKP8O7X,62,Blue,Gas,std
L0TD6DUOARBP6N1M6,108,SlateGrey,Diesel,std
L180VHKXJQFSZ6RTO,51,White,Gas,turbo
L2BI4G4BU8LU77H4B,109,Silver,Gas,std
L2F7UX5520AGR0A3A,173,Red,Gas,std
L2IK6CE4KVESWBQLA,35,Silver,Gas,std
L52WZB5PKQQA0C676,124,SlateGrey,Gas,std
L6L8IVCZCYTE4QAJC,78,Orange,Gas,turbo
L8J90OR1PPJIFC8YS,167,Crimson,Diesel,std
L9OY7NGVSM33WBJVM,139,MetallicBlueViolet,Gas,std
LAJ5EJ5F5DQE7HS5D,57,SlateGrey,Gas,std
LBDKTN2GLQZQFZ1A1,149,Azure,Gas,std
LGKG5R247S6VCMMNP,216,Azure,Gas,std
LH6ZUYYZV7P3QN6OM,32,Crimson,Electric,std
LHH21A6AYALA7XQVI,145,Red,Gas,std
LMNIQ2HAWIGA9G57Q,163,SlateGrey,Gas,std
LMYPQM5731EVRX7IQ,175,DarkRed,Gas,std
LN4T0PVEPREP069FS,128,DarkBlue,Gas,std
LN50AGJG9BELX3WKH,32,Grey,Gas,std
LNSPU03GF69H699LT,94,DarkRed,Gas,std
LP9A6PXHGPDYCT154,41,Grey,Gas,std
LPAZXQ77VX3FAX1SG,228,DarkGreen,Gas,std
LRIMSPKCYLCDNFB38,160,DarkRed,Gas,std
LRJWGGVPDJZT6W58N,151,DarkBlue,Gas,std
LRPZ0IDOGK9A3IXWN,106,Orange,Gas,std
LVPR4FFIYE25ZG2TB,220,DarkRed,Gas,std
LXPRD7ID98LE7B1WP,192,Black,Gas,std
M0RKB86MT2IZ58ZC8,94,DarkGreen,Diesel,std
M3ALE6DFWL6TRNOCC,197,White,Diesel,std
M6BF95I45RMMFC4J3,180,Orange,Gas,std
M85UTNAYSTVHKMWFU,151,Grey,Gas,std
M9R5W6QTWBGB8J83L,37,Green,Gas,std
MCQ41XLMCAD42B6QR,45,Blue,Gas,std
MDO03JK04P6N2HV6U,139,Red,Gas,turbo
ME18XA0AQU3XOGAHD,64,Orange,Gas,std
MEFG81VXPHT0WM8DF,202,DarkGreen,Gas,std
MFOT7L6BNDGP2Y84F,13,Grey,Gas,std
MK7GA9A923OPBECLB,110,Blue,Gas,std
ML0FPNHO2KQCRJ005,163,DarkBlue,Gas,std
MLGHPWK9639TA0ARM,42,SlateGrey,Gas,std
MNCX469QMLCFQRN8O,8,MetallicBlueViolet,Gas,std
MP0S8AKU43RPKD90V,91,Crimson,Gas,std
MQLPAJ9DCEBA07TCY,99,White,Gas,std
MRRL7VUHBO1I0OXIP,146,Silver,Gas,std
MUOP68J6K00B8A5MG,179,Silver,Gas,turbo
MV9IRF1YD2M42M0L1,194,DarkBlue,Diesel,std
MW8CA5TOBYQCM98IK,206,Orange,Gas,std
MZ0GZU3E70X2T3DHR,96,Black,Electric,std
MZ36HO0FDXBB1AMQV,111,Grey,Gas,std
N1XYLTB3SS17K9GV3,209,MetallicBlueViolet,Gas,std
N2LRQC82939XQR8PD,105,Yellow,Gas,std
N2VTIKCZZSNSHDVF4,191,Red,Gas,turbo
N395CWIJ3L9SQNAKP,192,Blue,Gas,std
N3VH2X44PY0CBTYDB,227,Crimson,Gas,std
N4NNLN4M6M4WX8N3S,224,DarkBlue,Gas,std
N7JV75WZ0OCOQEDGZ,78,Yellow,Diesel,std
N8A454W2LQAAG8WNM,99,Black,Gas,std
N8KN62HKPRTF6R35Y,184,DarkRed,Gas,std
N8Y6W2HC34G8ED6V8,157,Yellow,Gas,std
NAEBPAESH9GIQ5HS8,125,Orange,Gas,std
NC1WG8KLRK3JD8M8M,201,Silver,Gas,std
NF3JYJ4DOS5SN28SN,117,Blue,Gas,std
NG96M3UGOXMCQ1WH2,195,Green,Gas,std
NH3WQOEUGGJ1H01BC,156,DarkRed,Gas,std
NI1WFQKIABQN1EA4I,132,Azure,Gas,std
NIK24H2CJVDEMSYQW,228,Grey,Gas,turbo
NJA037X5CXD2MD7UR,18,Orange,Diesel,std
NJRFWCQ33IK75ATJO,187,DarkBlue,Gas,std
NKJAUUANQNAVWU7US,14,DarkGreen,Gas,std
NLHX0TF2HQZKQ84OV,10,DarkGrey,Gas,std
NMBWNK2V5FTSVAYNC,150,Azure,Gas,std
NMM0GO9BJ3K5QXX57,234,Crimson,Gas,turbo
NNLRTNV7UVZF1YJ5U,234,SlateGrey,Gas,std
NOS41GUDQQ67Q87JI,164,White,Gas,std
NPC0QKICZUYFEWHKA,27,Green,Gas,std
NQXHWVC3T5K8HQ8VH,9,SlateGrey,Gas,std
NRGMCKB8AGZVYQOD8,149,Crimson,Electric,std
NS0NCNF06CW7PLQXN,36,Azure,Gas,std
NT1L6D5NG6THNG48F,78,SlateGrey,Gas,std
NTO5XBQL3J0LCLO3U,60,Yellow,Gas,std
NYOZT93T7AJDL9HHI,217,Green,Gas,std
O06VDJVYL92YUWDZY,27,Red,Gas,std
O0TYSECV7PECE8TYE,33,DarkGreen,Gas,std
O1BQWP7DQ9BHDJPZZ,124,Blue,Gas,std
O27JRWZATLAFKMM46,45,DarkGreen,Gas,std
O2N7MLHG7WZPUNLNH,11,DarkGrey,Electric,std
O2VL6UGBKPJMFJ1Y8,168,Black,Gas,std
O5DS2JLC34JAUFTD6,23,DarkGreen,Gas,std
O824SIY8OF1SOVM1X,226,Grey,Diesel,std
O99B5UZF3GHV0Z0AZ,107,Grey,Gas,turbo
O9CANIIHM3UQE3A1J,174,MetallicBlueViolet,Gas,turbo
OEEU3LFOJYUECCAY2,5,Red,Diesel,std
OEXBBRGZKMCC6EJIW,120,Red,Gas,std
OHPLMZL3G31B5HL7F,197,DarkRed,Gas,std
OI8WD4DRDZEWW4COT,193,DarkBlue,Gas,std
OIJ4E5R6SD3CJOQBK,172,MetallicBlueViolet,Gas,turbo
OL7EA73UPC5MJ8W1B,34,DarkGreen,Gas,std
ON9GJ7XU5E005RBC2,231,Orange,Gas,std
OO4APLF1925P1ZP48,215,Azure,Diesel,std
OOHKZRXK4ARZG21NK,32,Crimson,Diesel,std
OOZY13JV9WUUH6U1P,200,Orange,Gas,std
OQ4B4W437NL7OLE6Z,124,DarkRed,Gas,std
ORSUL9LZY92OIIR6L,187,Crimson,Gas,turbo
OTTLFELA69FMPFE9Q,127,Grey,Gas,std
OUSVIR6X7R66KESWU,5,Yellow,Gas,std
OVHDU8Z6SWALGUNL7,106,Crimson,Gas,std
OW88VTE8YMYDMZDIC,140,DarkGrey,Gas,std
OWM2AG0E2LL25WINX,111,MetallicBlueViolet,Gas,std
OX6BVS2G0WJ9SS8BF,60,Azure,Gas,std
OZ7QFUM3N3JJ0YEA8,210,DarkRed,Diesel,std
P3SMUOSTAFB4DTCS7,99,DarkBlue,Gas,std
P9YT8D1O2C1IZ0BRO,103,Orange,Gas,turbo
PAF89NUFMEUN2E33W,28,Azure,Gas,turbo
PAK8JH4MIGMYH8L0H,27,DarkGrey,Gas,std
PB2GAMT1UBQC0N2BW,69,Crimson,Gas,std
PBNZG6IQCB8KONIBD,32,Crimson,Gas,std
PC1I37SCBEQ44FZED,65,DarkBlue,Gas,std
PCNP747N25N2BWA2V,46,Red,Diesel,std
PDIMYBN8L5ILSEO11,151,Red,Gas,std
PE32NLSUZ457HWCOX,126,Green,Gas,std
PGDYYMSF05MPV2I4P,68,DarkGrey,Gas,std
PIRVW6NTUBT1LLPUR,138,Black,Gas,std
PJGHOL0I1WHGTJP6U,53,SlateGrey,Gas,std
PLGJ7C18R9JJT3FEL,171,DarkGrey,Diesel,std
PLJ6GAR4VGCX6DWKO,183,DarkGrey,Gas,std
PM3OTWDAV8LTJXSX2,59,DarkGreen,Gas,std
PM4IFV0XUDG3ONI0U,181,DarkBlue,Gas,std
PN7J7WIR695T90QDK,136,Silver,Gas,std
PNP9WGAMMMPFZ8TAY,10,Orange,Gas,std
PPGP7SWT2XRPMSMHU,36,Yellow,Gas,std
PUB3U17PS911EB369,169,Orange,Gas,turbo
PVMZJUX92FKEWOWPK,97,Orange,Gas,turbo
PZ8XE1L8L2S8OAJJX,109,Orange,Gas,std
Q018K8DFH4QTX5P2B,186,Red,Gas,std
Q3UV9KDOZJEZ8UUMJ,217,Yellow,Gas,turbo
Q4PSI13NHXNGMK6Y4,212,DarkGreen,Gas,turbo
Q5ZZLWVIVXL0D22KW,126,Crimson,Gas,std
Q6ZVB6Y2UHPHJQHLC,15,MetallicBlueViolet,Gas,std
Q7HBIZ6T7172QJP0U,177,SlateGrey,Gas,std
Q7KYV4AQAE8FOS447,202,SlateGrey,Gas,std
Q7WL3I3YD9BMHQ4AB,107,Yellow,Gas,std
Q8M77PMTJUT0JEFY0,134,Azure,Gas,std
Q8R5B37Y4VG9JIBAG,59,Blue,Gas,std
Q8S9TWZOZBSG1NRBT,138,Silver,Gas,std
QCHQXZQ7PFA920EIR,62,Crimson,Gas,std
QJ30CU7JAYM60OIG4,29,Black,Gas,std
QKGNSLFNKYGWJ4QR8,1,MetallicBlueViolet,Gas,std
QKZ2GA81V27UM0E5M,42,Azure,Gas,std
QLQ00AVQ47Z1U1CGH,47,Red,Gas,turbo
QOEPEGJO891K9WS1R,17,MetallicBlueViolet,Gas,std
QPDTG35AB6HRKHYP1,87,Crimson,Gas,std
QQAJV5TXXMDGJ1F9H,157,DarkRed,Gas,turbo
QQRPKS1WDUPNXGMVC,199,Green,Gas,std
QTIB92YVNGGZ5NCSB,104,DarkBlue,Gas,turbo
QTPQMOLNXTY90WV9E,20,Grey,Gas,std
QU3ALCZ58145U8E35,152,DarkGrey,Gas,std
QUP8HE0KP22ADG231,115,DarkGreen,Gas,std
QUV4ZGM5KYCV63WPZ,155,Grey,Gas,std
QVM9SBH87ZCC0UZEK,174,MetallicBlueViolet,Gas,turbo
QX9FTI1I2ZHBX345T,222,SlateGrey,Gas,std
QYNOC1NEFQ79SPCMC,97,White,Gas,turbo
R06CCWFQLWY5PKBGW,43,DarkBlue,Gas,std
R6L3VILU35RHJDAZV,131,DarkGrey,Gas,std
R7X54SVZI6YTBJDBT,137,Red,Gas,std
R8J50Y0O87LY93J41,80,White,Gas,std
RAAGDMC0P92J83BF9,91,SlateGrey,Gas,std
RAFBQG2LUVXKHYVN2,200,SlateGrey,Gas,turbo
RBA10XRPW5VIMDPLT,51,MetallicBlueViolet,Gas,std
RC62AAEHWXOTGO8O4,193,Grey,Gas,std
RDMFQJ540J4LRL7QB,93,MetallicBlueViolet,Gas,turbo
RDR4WN8V9E87L9YG9,107,Yellow,Diesel,std
RDVDFYX73UM18D7S4,217,Azure,Gas,std
REYK60C637L8L90J7,13,White,Gas,std
RF7AYLKZ778DLR4ZW,200,SlateGrey,Gas,turbo
RFRH87CP9ZXY98I4Q,95,DarkRed,Gas,std
RHU8UM5VHY4M5O6CP,201,Azure,Gas,std
RHY4I7HZ15471I333,64,White,Gas,turbo
RIG3SCQVM2RT5IKYN,112,Crimson,Gas,std
RJF9SJR4TR5AB7JKL,28,Azure,Gas,turbo
RK8J6AK2949OV8B4Y,115,Azure,Gas,std
RKC1ST6MPF3R7CO06,110,Blue,Gas,std
RM4GOJ3TL8680440T,42,Silver,Gas,std
RMI91E4A1HW6K67F4,203,DarkBlue,Gas,std
RMMFWD5RYX9QPR2O1,97,DarkBlue,Gas,std
RNIPC52T0GUCWC531,88,DarkRed,Gas,std
ROGSIK4HFC6I1X8NA,11,SlateGrey,Diesel,std
ROT7IM8CNGOSHF7CS,208,DarkBlue,Gas,std
RTIQUH4PGG1K3QF66,180,Orange,Gas,std
RUGYZFKCO7ITT3BTC,105,Silver,Gas,std
RWPMCU0MRU979T405,212,Yellow,Gas,std
RWXI8PPEDQDT6XQLA,202,Green,Gas,std
RXAK2UNRWFUILKF11,30,DarkRed,Gas,std
RYLMK2QG390E4DJP2,51,Azure,Gas,std
RZFQM7V90QR7IISH6,26,Orange,Gas,std
S1O7Z8ZZ7HMWZLW15,11,SlateGrey,Gas,std
S2X3N4BACU2TN96FJ,103,Orange,Gas,std
S75JPRSEN2J7KTQ6K,133,Orange,Gas,std
S86U49KYJTI67K72J,184,Crimson,Gas,std
S8EBJVBDBHYFZGN9Z,98,Yellow,Gas,turbo
S8GJR1GKQ65RBU79R,143,Black,Diesel,std
S8K5IF7TLT6PBRTGV,190,Red,Diesel,turbo
S8U2TKENON0SFB4NE,84,Black,Gas,turbo
SAA413KW66URU1E8C,59,DarkRed,Gas,std
SAHR9AGQT8B2RK3BZ,16,DarkGrey,Gas,turbo
SBF0EH6V8KP76QGL4,48,Grey,Gas,turbo
SBFQACF3AAIE6H7P6,124,DarkRed,Gas,std
SC1S5PUFJ9HTNDAF7,222,Crimson,Gas,std
SDKD47TWNO37IJ715,92,DarkGreen,Diesel,turbo
SEEBUKI753MZBSX8I,217,DarkGreen,Gas,std
SIB0INN7PWWOQ4PQR,142,SlateGrey,Gas,std
SN9B4T8ZJUOZS2KIP,207,Silver,Gas,std
SO7L67VHHFOOO13T2,31,Grey,Gas,turbo
SOLWY3IQW8YKF3V7O,79,Black,Gas,std
SOWOLHFCJQQZXAIDM,78,Red,Gas,std
SR6CSGV4SWV9MHPGL,94,Grey,Gas,std
SS8JWB7GQNQHJRI8L,219,DarkGrey,Gas,turbo
ST19ONL30H2PIKHO0,126,DarkGrey,Diesel,std
STJEBBSX788KIC7YW,81,DarkRed,Gas,turbo
STOUHXWYIHCYIL17H,108,White,Gas,std
STTM2XLIT8UFVSXJO,3,Grey,Diesel,std
SUC5SRL1QY5J606T8,48,Red,Gas,turbo
SV4QR0Q4GDSMPBTZ9,206,SlateGrey,Gas,std
SVTA6FJUPTXJS3S66,220,Yellow,Diesel,turbo
SWGF4JG31KV2Q6IW0,226,Black,Gas,std
SZMG65BPDUD32G1P1,77,DarkGreen,Gas,std
T3BUSHP1HDMCX0MS0,112,DarkBlue,Gas,std
T45F1QE4C2SUHDCVJ,104,White,Gas,std
T556TAHOFQ2MM01QD,8,White,Gas,turbo
T6CFMS58CETEJEK08,196,Silver,Gas,std
T6SX0ZLXXE2H8VPVW,149,DarkGreen,Gas,std
T7HAF2MDNBVLVUP8C,66,Blue,Gas,std
TACNXFWXN2COQ5UIR,102,Black,Gas,std
TETTEUGKO7M0UAEBW,25,DarkRed,Gas,std
TFPD7W5PGE4JJUPHN,62,Green,Gas,std
TGG529LZQ5DXPZVTY,187,DarkGrey,Gas,std
TGRXYMS85QSF6H5R3,147,DarkRed,Gas,turbo
THHWNUDBPNAWJGMBJ,194,MetallicBlueViolet,Gas,std
THYFDLF7DMS94QIQ7,178,DarkRed,Gas,std
TI5OBFCY22EZHWQKZ,101,Yellow,Gas,turbo
TJUPIEC0LBKARMSH3,90,MetallicBlueViolet,Gas,std
TM1JD19QYMFO1P574,184,DarkGreen,Gas,std
TN1SOYUUQDD32H61B,185,Silver,Gas,std
TND5GQP5D7VE2GP1T,29,Black,Gas,std
TNO41LN2VJL5J6A2P,161,Red,Gas,turbo
TPB12DJ11P523SHDN,181,White,Gas,std
TQV57RA4LYSMMAZ7S,121,Yellow,Gas,std
TRMKI7HQS5W2AXXZJ,221,Yellow,Gas,std
TSHPDAGNUR3EOECO8,207,Black,Gas,std
TU06ISRWQEIPUJ0PN,84,Yellow,Gas,turbo
TU66ENNSQ1MQFHVOW,195,Orange,Gas,std
TVLSKM3X0DZN5JISR,184,Red,Gas,std
TYBWRL0IN84BUJDB3,173,Azure,Gas,std
TYIC778S5Y5DJU78W,60,Azure,Gas,turbo
TZ90P8KJ5VYJR8Q9M,123,White,Gas,std
U2DT2ETCNKEH88IGU,96,Crimson,Gas,std
U2FX7NDGMSL43QUGM,71,DarkBlue,Gas,std
U30I1WB31T9XBKCMY,89,SlateGrey,Gas,std
U4NZVZC87U1KJK997,16,Black,Gas,std
U4P0RTX0KIORVCVU3,168,Yellow,Gas,std
U5ZY9FTO2FC1S2CEK,183,Orange,Gas,turbo
U7K99NZX8KRSSKNI5,33,DarkGreen,Gas,std
UATN9J5M1BWTPA0G8,97,DarkGreen,Gas,std
UB4ONXCV9Q1QA4GFK,41,Black,Gas,std
UBVEL7JX5KT3665Q9,5,MetallicBlueViolet,Gas,turbo
UC7RCC79AXVLQET82,133,DarkBlue,Gas,std
UDDDTH2IVSW70OFY7,82,Orange,Gas,turbo
UFN1393IZIBC30J7Z,119,Blue,Gas,std
UHEAZLPLDY5IF2ZOI,231,Blue,Gas,std
UHYXB8T6V0ZNGMUWG,93,MetallicBlueViolet,Gas,std
UI092Y9T072838B9Z,52,White,Gas,turbo
UJNTAWFCQGOOZPK1C,14,DarkRed,Gas,turbo
UJQSIU0DDHZI654YD,209,Azure,Gas,std
ULA46Z5XFF5T0JP3C,143,Grey,Gas,std
ULXNOL114416CPMYF,7,Red,Gas,std
UOJQJRZIS7MA9F022,92,Orange,Gas,turbo
UOV3NS3RGZTUEUSMB,80,DarkBlue,Gas,std
UOVZ3P5NIUN6POVLU,219,DarkGrey,Gas,std
URHJH6BGSJBK4IJ68,74,SlateGrey,Gas,turbo
UU3PU3D8QXBJYBO8J,183,Black,Gas,std
UZIJ4U52O7QZKU8LL,198,SlateGrey,Diesel,std
V1ACHG8I9QEJ64J5Y,103,SlateGrey,Gas,std
V2657HVKZXDZMBYYP,100,SlateGrey,Gas,turbo
V43XUDMVT6113HWYO,108,Blue,Gas,turbo
V5OQJ20ZJTI9D38SU,189,Blue,Gas,std
V7BDD8Y0K844W2G7M,156,SlateGrey,Electric,turbo
V8Q3A24AUBME1VX3N,90,DarkGreen,Gas,std
V95OANKI3QMKQ1FAV,227,Grey,Gas,turbo
V9Q4SVTLU9HGZBLFS,111,Grey,Electric,std
VA1UXW4YNVJGLXBRF,158,Crimson,Gas,std
VAGOLKM8K6HU98AWT,82,Azure,Gas,turbo
VCYVW0WUZNBTM594J,198,Black,Gas,std
VE98QV3EYDPB42RBQ,142,DarkRed,Gas,std
VFIZXSGDTRI7MDRUG,64,DarkGreen,Gas,turbo
VH221ODIJCR8NKHQH,90,Silver,Gas,turbo
VHBO10QEAXRJH05P3,153,Black,Gas,std
VHMM3365SQIMO8L9A,148,DarkRed,Gas,turbo
VHRA1Y2TGTA84F00H,66,DarkGreen,Gas,std
VIHVDOH9WVX0M1MMP,105,Red,Gas,std
VOKI8TBSQ7LI9LS6A,62,DarkGreen,Gas,std
VOQXB7TF4X9GCIAML,104,Azure,Diesel,std
VP4HD02J1WL5F44NJ,227,Azure,Gas,std
VPMRPURDJT5AEHIKB,30,MetallicBlueViolet,Gas,turbo
VPP5L9XRIZ99D9VPY,220,Grey,Gas,turbo
VRJXVUQUWLMYNIC8X,60,DarkRed,Gas,turbo
VULYX195SIURSBSO3,32,Crimson,Diesel,std
VVPFEQSP37K9SR4GS,51,DarkRed,Gas,std
VW7HTG0K2IAZFGTM5,51,Grey,Gas,std
VXCSH9WVTQ9W1EUP8,234,White,Electric,std
VXV7HZJE3ZNU2SBWG,101,White,Diesel,std
W0Q2E7RU4O5L1K1SQ,59,Silver,Gas,turbo
W45B2KBOO10B9A91D,209,DarkGreen,Diesel,std
W6TTL6JBZWF9XP12N,203,Grey,Gas,std
W8XLBATF96LUDDCE4,85,Azure,Gas,std
W9JC8UMP7ZXHL6IAB,69,SlateGrey,Gas,std
WDWWNH0RT03MEGVEG,152,SlateGrey,Gas,std
